Segment,Country, Product , Discount Band ,Units Sold, Manufacturing Price , Sale Price , Gross Sales , Discounts ,  Sales , COGS , Profit ,Date,Month Number, Month Name ,Year
Channel Partners,Germany, Amarilla , High ,1770,260.00,12.00,21240.00,2761.20,18478.80,5310.00,13168.80,01/12/2013,12, December ,2013
Government,Mexico, Carretera , High ,2579,3.00,20.00,51580.00,7221.20,44358.80,25790.00,18568.80,01/04/2014,4, April ,2014
Government,United States of America, Carretera , High ,1743,3.00,20.00,34860.00,4880.40,29979.60,17430.00,12549.60,01/05/2014,5, May ,2014
Government,United States of America, Carretera , High ,2996,3.00,7.00,20972.00,2936.08,18035.92,14980.00,3055.92,01/10/2013,10, October ,2013
Government,Germany, Carretera , High ,280,3.00,7.00,1960.00,274.40,1685.60,1400.00,285.60,01/12/2014,12, December ,2014
Government,France, Montana , High ,293,5.00,7.00,2051.00,287.14,1763.86,1465.00,298.86,01/02/2014,2, February ,2014
Government,United States of America, Montana , High ,2996,5.00,7.00,20972.00,2936.08,18035.92,14980.00,3055.92,01/10/2013,10, October ,2013
Midmarket,Germany, Paseo , High ,278,10.00,15.00,4170.00,583.80,3586.20,2780.00,806.20,01/02/2014,2, February ,2014
Government,Canada, Paseo , High ,2428,10.00,20.00,48560.00,6798.40,41761.60,24280.00,17481.60,01/03/2014,3, March ,2014
Midmarket,United States of America, Paseo , High ,1767,10.00,15.00,26505.00,3710.70,22794.30,17670.00,5124.30,01/09/2014,9, September ,2014
Channel Partners,France, Paseo , High ,1393,10.00,12.00,16716.00,2340.24,14375.76,4179.00,10196.76,01/10/2014,10, October ,2014
Government,Germany, VTT , High ,280,250.00,7.00,1960.00,274.40,1685.60,1400.00,285.60,01/12/2014,12, December ,2014
Channel Partners,France, Amarilla , High ,1393,260.00,12.00,16716.00,2340.24,14375.76,4179.00,10196.76,01/10/2014,10, October ,2014
Channel Partners,United States of America, Amarilla , High ,2015,260.00,12.00,24180.00,3385.20,20794.80,6045.00,14749.80,01/12/2013,12, December ,2013
Small Business,Mexico, Carretera , High ,801,3.00,300.00,240300.00,33642.00,206658.00,200250.00,6408.00,01/07/2014,7, July ,2014
Enterprise,France, Carretera , High ,1023,3.00,125.00,127875.00,17902.50,109972.50,122760.00,-12787.50,01/09/2013,9, September ,2013
Small Business,Canada, Carretera , High ,1496,3.00,300.00,448800.00,62832.00,385968.00,374000.00,11968.00,01/10/2014,10, October ,2014
Small Business,United States of America, Carretera , High ,1010,3.00,300.00,303000.00,42420.00,260580.00,252500.00,8080.00,01/10/2014,10, October ,2014
Midmarket,Germany, Carretera , High ,1513,3.00,15.00,22695.00,3177.30,19517.70,15130.00,4387.70,01/11/2014,11, November ,2014
Midmarket,Canada, Carretera , High ,2300,3.00,15.00,34500.00,4830.00,29670.00,23000.00,6670.00,01/12/2014,12, December ,2014
Enterprise,Mexico, Carretera , High ,2821,3.00,125.00,352625.00,49367.50,303257.50,338520.00,-35262.50,01/12/2013,12, December ,2013
Government,Canada, Montana , High ,2227.5,5.00,350.00,779625.00,109147.50,670477.50,579150.00,91327.50,01/01/2014,1, January ,2014
Government,Germany, Montana , High ,1199,5.00,350.00,419650.00,58751.00,360899.00,311740.00,49159.00,01/04/2014,4, April ,2014
Government,Canada, Montana , High ,200,5.00,350.00,70000.00,9800.00,60200.00,52000.00,8200.00,01/05/2014,5, May ,2014
Government,Canada, Montana , High ,388,5.00,7.00,2716.00,380.24,2335.76,1940.00,395.76,01/09/2014,9, September ,2014
Government,Mexico, Montana , High ,1727,5.00,7.00,12089.00,1692.46,10396.54,8635.00,1761.54,01/10/2013,10, October ,2013
Midmarket,Canada, Montana , High ,2300,5.00,15.00,34500.00,4830.00,29670.00,23000.00,6670.00,01/12/2014,12, December ,2014
Government,Mexico, Paseo , High ,260,10.00,20.00,5200.00,728.00,4472.00,2600.00,1872.00,01/02/2014,2, February ,2014
Midmarket,Canada, Paseo , High ,2470,10.00,15.00,37050.00,5187.00,31863.00,24700.00,7163.00,01/09/2013,9, September ,2013
Midmarket,Canada, Paseo , High ,1743,10.00,15.00,26145.00,3660.30,22484.70,17430.00,5054.70,01/10/2013,10, October ,2013
Channel Partners,United States of America, Paseo , High ,2914,10.00,12.00,34968.00,4895.52,30072.48,8742.00,21330.48,01/10/2014,10, October ,2014
Government,France, Paseo , High ,1731,10.00,7.00,12117.00,1696.38,10420.62,8655.00,1765.62,01/10/2014,10, October ,2014
Government,Canada, Paseo , High ,700,10.00,350.00,245000.00,34300.00,210700.00,182000.00,28700.00,01/11/2014,11, November ,2014
Channel Partners,Canada, Paseo , High ,2222,10.00,12.00,26664.00,3732.96,22931.04,6666.00,16265.04,01/11/2013,11, November ,2013
Government,United States of America, Paseo , High ,1177,10.00,350.00,411950.00,57673.00,354277.00,306020.00,48257.00,01/11/2014,11, November ,2014
Government,France, Paseo , High ,1922,10.00,350.00,672700.00,94178.00,578522.00,499720.00,78802.00,01/11/2013,11, November ,2013
Enterprise,Mexico, Velo , High ,1575,120.00,125.00,196875.00,27562.50,169312.50,189000.00,-19687.50,01/02/2014,2, February ,2014
Government,United States of America, Velo , High ,606,120.00,20.00,12120.00,1696.80,10423.20,6060.00,4363.20,01/04/2014,4, April ,2014
Small Business,United States of America, Velo , High ,2460,120.00,300.00,738000.00,103320.00,634680.00,615000.00,19680.00,01/07/2014,7, July ,2014
Small Business,Canada, Velo , High ,269,120.00,300.00,80700.00,11298.00,69402.00,67250.00,2152.00,01/10/2013,10, October ,2013
Small Business,Germany, Velo , High ,2536,120.00,300.00,760800.00,106512.00,654288.00,634000.00,20288.00,01/11/2013,11, November ,2013
Government,Mexico, VTT , High ,2903,250.00,7.00,20321.00,2844.94,17476.06,14515.00,2961.06,01/03/2014,3, March ,2014
Small Business,United States of America, VTT , High ,2541,250.00,300.00,762300.00,106722.00,655578.00,635250.00,20328.00,01/08/2014,8, August ,2014
Small Business,Canada, VTT , High ,269,250.00,300.00,80700.00,11298.00,69402.00,67250.00,2152.00,01/10/2013,10, October ,2013
Small Business,Canada, VTT , High ,1496,250.00,300.00,448800.00,62832.00,385968.00,374000.00,11968.00,01/10/2014,10, October ,2014
Small Business,United States of America, VTT , High ,1010,250.00,300.00,303000.00,42420.00,260580.00,252500.00,8080.00,01/10/2014,10, October ,2014
Government,France, VTT , High ,1281,250.00,350.00,448350.00,62769.00,385581.00,333060.00,52521.00,01/12/2013,12, December ,2013
Small Business,Canada, Amarilla , High ,888,260.00,300.00,266400.00,37296.00,229104.00,222000.00,7104.00,01/03/2014,3, March ,2014
Enterprise,United States of America, Amarilla , High ,2844,260.00,125.00,355500.00,49770.00,305730.00,341280.00,-35550.00,01/05/2014,5, May ,2014
Channel Partners,France, Amarilla , High ,2475,260.00,12.00,29700.00,4158.00,25542.00,7425.00,18117.00,01/08/2014,8, August ,2014
Midmarket,Canada, Amarilla , High ,1743,260.00,15.00,26145.00,3660.30,22484.70,17430.00,5054.70,01/10/2013,10, October ,2013
Channel Partners,United States of America, Amarilla , High ,2914,260.00,12.00,34968.00,4895.52,30072.48,8742.00,21330.48,01/10/2014,10, October ,2014
Government,France, Amarilla , High ,1731,260.00,7.00,12117.00,1696.38,10420.62,8655.00,1765.62,01/10/2014,10, October ,2014
Government,Mexico, Amarilla , High ,1727,260.00,7.00,12089.00,1692.46,10396.54,8635.00,1761.54,01/10/2013,10, October ,2013
Midmarket,Mexico, Amarilla , High ,1870,260.00,15.00,28050.00,3927.00,24123.00,18700.00,5423.00,01/11/2013,11, November ,2013
Enterprise,France, Carretera , High ,1174,3.00,125.00,146750.00,22012.50,124737.50,140880.00,-16142.50,01/08/2014,8, August ,2014
Enterprise,Germany, Carretera , High ,2767,3.00,125.00,345875.00,51881.25,293993.75,332040.00,-38046.25,01/08/2014,8, August ,2014
Enterprise,Germany, Carretera , High ,1085,3.00,125.00,135625.00,20343.75,115281.25,130200.00,-14918.75,01/10/2014,10, October ,2014
Small Business,Mexico, Montana , High ,546,5.00,300.00,163800.00,24570.00,139230.00,136500.00,2730.00,01/10/2014,10, October ,2014
Government,Germany, Paseo , High ,1158,10.00,20.00,23160.00,3474.00,19686.00,11580.00,8106.00,01/03/2014,3, March ,2014
Midmarket,Canada, Paseo , High ,1614,10.00,15.00,24210.00,3631.50,20578.50,16140.00,4438.50,01/04/2014,4, April ,2014
Government,Mexico, Paseo , High ,2535,10.00,7.00,17745.00,2661.75,15083.25,12675.00,2408.25,01/04/2014,4, April ,2014
Government,Mexico, Paseo , High ,2851,10.00,350.00,997850.00,149677.50,848172.50,741260.00,106912.50,01/05/2014,5, May ,2014
Midmarket,Canada, Paseo , High ,2559,10.00,15.00,38385.00,5757.75,32627.25,25590.00,7037.25,01/08/2014,8, August ,2014
Government,United States of America, Paseo , High ,267,10.00,20.00,5340.00,801.00,4539.00,2670.00,1869.00,01/10/2013,10, October ,2013
Enterprise,Germany, Paseo , High ,1085,10.00,125.00,135625.00,20343.75,115281.25,130200.00,-14918.75,01/10/2014,10, October ,2014
Midmarket,Germany, Paseo , High ,1175,10.00,15.00,17625.00,2643.75,14981.25,11750.00,3231.25,01/10/2014,10, October ,2014
Government,United States of America, Paseo , High ,2007,10.00,350.00,702450.00,105367.50,597082.50,521820.00,75262.50,01/11/2013,11, November ,2013
Government,Mexico, Paseo , High ,2151,10.00,350.00,752850.00,112927.50,639922.50,559260.00,80662.50,01/11/2013,11, November ,2013
Channel Partners,United States of America, Paseo , High ,914,10.00,12.00,10968.00,1645.20,9322.80,2742.00,6580.80,01/12/2014,12, December ,2014
Government,France, Paseo , High ,293,10.00,20.00,5860.00,879.00,4981.00,2930.00,2051.00,01/12/2014,12, December ,2014
Channel Partners,Mexico, Velo , High ,500,120.00,12.00,6000.00,900.00,5100.00,1500.00,3600.00,01/03/2014,3, March ,2014
Midmarket,France, Velo , High ,2826,120.00,15.00,42390.00,6358.50,36031.50,28260.00,7771.50,01/05/2014,5, May ,2014
Enterprise,France, Velo , High ,663,120.00,125.00,82875.00,12431.25,70443.75,79560.00,-9116.25,01/09/2014,9, September ,2014
Small Business,United States of America, Velo , High ,2574,120.00,300.00,772200.00,115830.00,656370.00,643500.00,12870.00,01/11/2013,11, November ,2013
Enterprise,United States of America, Velo , High ,2438,120.00,125.00,304750.00,45712.50,259037.50,292560.00,-33522.50,01/12/2013,12, December ,2013
Channel Partners,United States of America, Velo , High ,914,120.00,12.00,10968.00,1645.20,9322.80,2742.00,6580.80,01/12/2014,12, December ,2014
Government,Canada, VTT , High ,865.5,250.00,20.00,17310.00,2596.50,14713.50,8655.00,6058.50,01/07/2014,7, July ,2014
Midmarket,Germany, VTT , High ,492,250.00,15.00,7380.00,1107.00,6273.00,4920.00,1353.00,01/07/2014,7, July ,2014
Government,United States of America, VTT , High ,267,250.00,20.00,5340.00,801.00,4539.00,2670.00,1869.00,01/10/2013,10, October ,2013
Midmarket,Germany, VTT , High ,1175,250.00,15.00,17625.00,2643.75,14981.25,11750.00,3231.25,01/10/2014,10, October ,2014
Enterprise,Canada, VTT , High ,2954,250.00,125.00,369250.00,55387.50,313862.50,354480.00,-40617.50,01/11/2013,11, November ,2013
Enterprise,Germany, VTT , High ,552,250.00,125.00,69000.00,10350.00,58650.00,66240.00,-7590.00,01/11/2014,11, November ,2014
Government,France, VTT , High ,293,250.00,20.00,5860.00,879.00,4981.00,2930.00,2051.00,01/12/2014,12, December ,2014
Small Business,France, Amarilla , High ,2475,260.00,300.00,742500.00,111375.00,631125.00,618750.00,12375.00,01/03/2014,3, March ,2014
Small Business,Mexico, Amarilla , High ,546,260.00,300.00,163800.00,24570.00,139230.00,136500.00,2730.00,01/10/2014,10, October ,2014
Government,Mexico, Montana , High ,1368,5.00,7.00,9576.00,1436.40,8139.60,6840.00,1299.60,01/02/2014,2, February ,2014
Government,Canada, Paseo , High ,723,10.00,7.00,5061.00,759.15,4301.85,3615.00,686.85,01/04/2014,4, April ,2014
Channel Partners,United States of America, VTT , High ,1806,250.00,12.00,21672.00,3250.80,18421.20,5418.00,13003.20,01/05/2014,5, May ,2014
